TimeStamp,Type,Browser,BrowserVer,Os,OsVer,Resolution,Continent,Country,Province,City,Opid,Pid,Sid,IsFirst,Aid
2015-10-12 18:08:16.948000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 18:08:16.965000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 18:08:16.957000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 18:08:16.939000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 18:08:16.948000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 18:08:16.957000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 18:08:16.965000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 18:08:16.939000000,Invalid character,Internet Explorer,Internet Explorer 12.10240,Windows,Windows 10,1536X864,South America,Brazil,Sao Paulo,São Paulo,0C460F5D-BB6E-484E-BCCC-2AC1001E26A3,,679B8EF2-A71A-4FAC-9DD7-59E2B88EF2FB,False,b5ac0fad-2f7e-4e85-b7b7-4aa70851f29b
2015-10-12 23:51:53.371000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Republic of Lithuania,,,9C08A5E4-FBED-4228-BC34-84E25CB188C9,,C88B48DF-E898-4490-B53D-CFA2FBF05FB3,False,4d98884b-1a0e-4592-a992-0890c885c0de
2015-10-12 23:51:55.423000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Republic of Lithuania,,,9C08A5E4-FBED-4228-BC34-84E25CB188C9,,C88B48DF-E898-4490-B53D-CFA2FBF05FB3,False,4d98884b-1a0e-4592-a992-0890c885c0de
2015-10-12 23:51:57.373000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Republic of Lithuania,,,9C08A5E4-FBED-4228-BC34-84E25CB188C9,,C88B48DF-E898-4490-B53D-CFA2FBF05FB3,False,4d98884b-1a0e-4592-a992-0890c885c0de
2015-10-12 23:51:53.371000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Republic of Lithuania,,,9C08A5E4-FBED-4228-BC34-84E25CB188C9,,C88B48DF-E898-4490-B53D-CFA2FBF05FB3,False,4d98884b-1a0e-4592-a992-0890c885c0de
2015-10-12 23:51:55.423000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Republic of Lithuania,,,9C08A5E4-FBED-4228-BC34-84E25CB188C9,,C88B48DF-E898-4490-B53D-CFA2FBF05FB3,False,4d98884b-1a0e-4592-a992-0890c885c0de
