TimeStamp,Type,Browser,BrowserVer,Os,OsVer,Resolution,Continent,Country,Province,City,Opid,Pid,Sid,IsFirst,Aid
2015-10-08 09:33:29.248000000,Invalid character,Internet Explorer,Internet Explorer 11.0,Windows,Windows 8.1,1829X1029,North America,Canada,Alberta,Calgary,23BC4770-3265-48B3-9E8A-91F33F310F71,,146D1DD1-1C6F-4B24-BA69-06E3E2FA246F,False,0a2a26ec-46c8-4252-8b52-0d116821191d
2015-10-08 09:33:29.259000000,Invalid character,Internet Explorer,Internet Explorer 11.0,Windows,Windows 8.1,1829X1029,North America,Canada,Alberta,Calgary,23BC4770-3265-48B3-9E8A-91F33F310F71,,146D1DD1-1C6F-4B24-BA69-06E3E2FA246F,False,0a2a26ec-46c8-4252-8b52-0d116821191d
2015-10-08 09:33:42.536000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1080X1920,Europe,Denmark,,,75AE5C21-9936-420F-9023-1D799D98F7C3,,E694BE96-0D8D-4B7C-AC6E-F95E95D96137,False,52ab36a0-7c8b-4c84-86b2-c337f0ac437a
2015-10-08 09:33:45.533000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1080X1920,Europe,Denmark,,,75AE5C21-9936-420F-9023-1D799D98F7C3,,E694BE96-0D8D-4B7C-AC6E-F95E95D96137,False,52ab36a0-7c8b-4c84-86b2-c337f0ac437a
2015-10-08 09:33:46.532000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1080X1920,Europe,Denmark,,,75AE5C21-9936-420F-9023-1D799D98F7C3,,E694BE96-0D8D-4B7C-AC6E-F95E95D96137,False,52ab36a0-7c8b-4c84-86b2-c337f0ac437a
2015-10-08 09:36:03.982000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Russia,Moscow,Moscow,42D336FD-3BB8-4792-AA3B-B50FD464DE8D,,3274C011-5441-41AC-8813-AEFD796B8BBE,False,ccd0fd82-9147-44cc-ab74-232c38738801
2015-10-08 09:36:03.984000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Russia,Moscow,Moscow,42D336FD-3BB8-4792-AA3B-B50FD464DE8D,,3274C011-5441-41AC-8813-AEFD796B8BBE,False,ccd0fd82-9147-44cc-ab74-232c38738801
2015-10-08 09:36:03.980000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Russia,Moscow,Moscow,42D336FD-3BB8-4792-AA3B-B50FD464DE8D,,3274C011-5441-41AC-8813-AEFD796B8BBE,False,ccd0fd82-9147-44cc-ab74-232c38738801
2015-10-08 09:36:03.986000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 10,1920X1080,Europe,Russia,Moscow,Moscow,42D336FD-3BB8-4792-AA3B-B50FD464DE8D,,3274C011-5441-41AC-8813-AEFD796B8BBE,False,ccd0fd82-9147-44cc-ab74-232c38738801
2015-10-08 09:37:58.588000000,Unexpected token u,Chrome,Chrome 39.0,Windows,Windows 7,1024X768,Europe,Germany,,,FF877F0B-4A1B-4B69-AD6D-C23B2A80A9F5,,9744ADD1-7A39-483F-ABCF-CB3E4B3B8245,False,321f46d6-3537-4dce-9a6e-bf63da83941b
2015-10-08 09:38:46.503000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1080X1920,Europe,Denmark,,,75AE5C21-9936-420F-9023-1D799D98F7C3,,E694BE96-0D8D-4B7C-AC6E-F95E95D96137,False,52ab36a0-7c8b-4c84-86b2-c337f0ac437a
2015-10-08 09:38:45.494000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1080X1920,Europe,Denmark,,,75AE5C21-9936-420F-9023-1D799D98F7C3,,E694BE96-0D8D-4B7C-AC6E-F95E95D96137,False,52ab36a0-7c8b-4c84-86b2-c337f0ac437a
2015-10-08 09:38:42.550000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1080X1920,Europe,Denmark,,,75AE5C21-9936-420F-9023-1D799D98F7C3,,E694BE96-0D8D-4B7C-AC6E-F95E95D96137,False,52ab36a0-7c8b-4c84-86b2-c337f0ac437a
