TimeStamp,Type,Browser,BrowserVer,Os,OsVer,Resolution,Continent,Country,Province,City,Opid,Pid,Sid,IsFirst,Aid
2015-10-13 23:53:45.535000000,Unexpected token u,Chrome,Chrome 44.0,Windows,Windows 8.1,1920X1080,North America,United States,Pennsylvania,Philadelphia,C2AD284D-7696-45FD-A6A0-7A65B5F8EDFC,,38B19E2E-195B-4FF5-BB89-F74E134CBAE6,False,f05898c9-70ab-47e9-9cc2-d37a88d397ab
2015-10-13 23:53:43.501000000,Unexpected token u,Chrome,Chrome 44.0,Windows,Windows 8.1,1920X1080,North America,United States,Pennsylvania,Philadelphia,C2AD284D-7696-45FD-A6A0-7A65B5F8EDFC,,38B19E2E-195B-4FF5-BB89-F74E134CBAE6,False,f05898c9-70ab-47e9-9cc2-d37a88d397ab
2015-10-13 23:53:44.441000000,Unexpected token u,Chrome,Chrome 44.0,Windows,Windows 8.1,1920X1080,North America,United States,Pennsylvania,Philadelphia,C2AD284D-7696-45FD-A6A0-7A65B5F8EDFC,,38B19E2E-195B-4FF5-BB89-F74E134CBAE6,False,f05898c9-70ab-47e9-9cc2-d37a88d397ab
2015-10-13 23:53:45.540000000,Unexpected token u,Chrome,Chrome 44.0,Windows,Windows 8.1,1920X1080,North America,United States,Pennsylvania,Philadelphia,C2AD284D-7696-45FD-A6A0-7A65B5F8EDFC,,38B19E2E-195B-4FF5-BB89-F74E134CBAE6,False,f05898c9-70ab-47e9-9cc2-d37a88d397ab
2015-10-13 23:52:36.070000000,Unexpected token u,Chrome,Chrome 45.0,Mac,Mac OS X 10.9,1920X1080,Europe,Ireland,,,6BD82D69-0E8C-48B5-90FD-86A7CA878386,,D25084C6-89C5-4115-9B68-A0D2BD85BEAB,False,03fd9f2d-06a3-4f3b-8a22-1944f851d9d1
2015-10-13 23:55:33.813000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1366X768,Asia,India,,,8EA012AF-2A1F-4048-8AC1-F24D1C9AD1B2,,E061686D-BE2F-4750-AEA4-079157B5E56A,False,970d7895-1245-4a59-ae49-af018ddf0212
2015-10-13 23:55:33.814000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1366X768,Asia,India,,,8EA012AF-2A1F-4048-8AC1-F24D1C9AD1B2,,E061686D-BE2F-4750-AEA4-079157B5E56A,False,970d7895-1245-4a59-ae49-af018ddf0212
2015-10-13 23:55:34.056000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1366X768,Asia,India,,,8EA012AF-2A1F-4048-8AC1-F24D1C9AD1B2,,E061686D-BE2F-4750-AEA4-079157B5E56A,False,970d7895-1245-4a59-ae49-af018ddf0212
2015-10-13 23:55:34.136000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 7,1366X768,Asia,India,,,8EA012AF-2A1F-4048-8AC1-F24D1C9AD1B2,,E061686D-BE2F-4750-AEA4-079157B5E56A,False,970d7895-1245-4a59-ae49-af018ddf0212
2015-10-13 23:50:19.750000000,"JSON Parse error: Unexpected identifier ""undefined""",Safari,Safari 9.0,Mac,Mac OS X 10.11,2560X1440,Europe,United Kingdom,England,London,188B041F-A9E9-40EF-A520-E04D218FE7F0,,7C560D57-109E-4AE4-9209-F7A7CDFA6048,False,4467aefc-6b12-471f-be1f-cd87d7fbd132
2015-10-13 23:51:30.169000000,Unexpected token u,Chrome,Chrome 45.0,Windows,Windows 8,1600X900,Europe,Denmark,North Denmark,Alestrup,AF79062C-4F69-423F-B51B-9717E46AA7C8,,38C8D6D6-CA61-4DCF-A68C-48E5E43FFD3F,False,73051ce1-dcb4-4869-abf5-caba100ebe1a
