TimeStamp,Browser,BrowserVer,Os,OsVer,RoleInst,Continent,Country,Province,City,OpName,Opid,Pid,Sid,IsFirst,Aid,Name,Success,Response,UrlBase,Host,ReqDuration
2015-10-25 05:58:50.763455400,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,636244367310148681,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.7821
2015-10-25 05:58:52.452891000,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,14058372879514651624,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.0774
2015-10-25 05:58:53.422518900,nan,,,,RD000D3A802BD7,Asia,China,Tianjin Shi,Tianjin,POST SupportedProjectTypes,18357952765598627468,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,201.2101
2015-10-25 05:58:54.033065800,nan,,,,RD000D3A802BD7,Asia,China,Shanghai Shi,Shanghai,POST SupportedProjectTypes,17625020147415744176,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,73.2642
2015-10-25 05:58:58.380720400,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,6899553205370566495,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.6628
2015-10-25 05:59:00.185246300,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,6209796748465479772,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.5016
2015-10-25 05:59:02.604703100,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,10112183296197024179,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,3.3535
2015-10-25 05:59:02.781517800,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,13677193853040898259,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,4.0152
2015-10-25 05:59:04.718291300,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,16377734368387319190,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.9527
2015-10-25 05:59:08.521682800,nan,,,,RD000D3A802BD7,Asia,China,Guangdong,Guangzhou,POST SupportedProjectTypes,15588665324004703399,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,59.4676
2015-10-25 05:59:10.217842700,nan,,,,RD000D3A802BD7,Asia,Japan,,,POST SupportedProjectTypes,17990590612746740770,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,74.7348
2015-10-25 05:59:16.727366000,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,4438972697180971102,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.8395
2015-10-25 05:59:23.841290700,nan,Other,,Other,RD000D3A802BD7,North America,United States,,,HEAD ping,6893849028284401541,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.7682
2015-10-25 05:59:25.245046400,nan,,,,RD000D3A802BD7,Asia,Singapore,,Singapore,POST SupportedProjectTypes,12821229543580820553,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,39.9876
