TimeStamp,Browser,BrowserVer,Os,OsVer,RoleInst,Continent,Country,Province,City,OpName,Opid,Pid,Sid,IsFirst,Aid,Name,Success,Response,UrlBase,Host,ReqDuration
2015-10-20 01:58:41.641660900,nan,,,,InsightsPortal_IN_2,Asia,China,Guangdong,Guangzhou,POST SupportedProjectTypes,4936470510657787496,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,624.1828
2015-10-20 01:58:42.364282100,nan,,,,InsightsPortal_IN_2,Asia,Singapore,,,POST SupportedProjectTypes,16439003477414882084,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,38.961
2015-10-20 01:58:43.935576800,nan,,,,InsightsPortal_IN_2,Asia,China,Shanghai Shi,Shanghai,POST SupportedProjectTypes,17981775951771839690,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,2.6010000000000004
2015-10-20 01:58:44.810658600,nan,,,,InsightsPortal_IN_2,Asia,China,Shanghai Shi,Shanghai,POST SupportedProjectTypes,9974900434393621578,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,173.1468
2015-10-20 01:58:49.212511200,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,4324404419137450454,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.5583
2015-10-20 01:58:50.462914600,nan,,,,InsightsPortal_IN_2,Asia,Hong Kong,,Hong Kong,POST SupportedProjectTypes,11950763415332889754,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,57.5203
2015-10-20 01:58:50.789532400,nan,,,,InsightsPortal_IN_2,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,4677365061981150672,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,1.8967
2015-10-20 01:58:51.951248100,nan,,,,InsightsPortal_IN_2,Asia,China,Zhejiang Sheng,Hangzhou,POST SupportedProjectTypes,16556545114281211669,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,136.3587
2015-10-20 01:58:52.088666800,nan,,,,InsightsPortal_IN_2,Asia,China,Shanghai Shi,Shanghai,POST SupportedProjectTypes,10184321203794539893,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,157.6442
2015-10-20 01:58:52.458718000,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,9728635437297734252,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.9433
2015-10-20 01:58:51.707917500,nan,,,,InsightsPortal_IN_2,Asia,China,Shanghai Shi,Shanghai,POST SupportedProjectTypes,14057522276277997876,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,992.2510000000001
2015-10-20 01:58:53.565488400,nan,Other,,Other,InsightsPortal_IN_2,Asia,Hong Kong,,,HEAD ping,17777041421867978116,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.9595
2015-10-20 01:58:55.308010900,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,1461120967447149037,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.5775
2015-10-20 01:58:55.267654100,nan,,,,InsightsPortal_IN_2,Asia,Republic of Korea,,,POST SupportedProjectTypes,3954408761459838901,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,195.2359
2015-10-20 01:58:55.535610200,nan,,,,InsightsPortal_IN_2,Asia,Hong Kong,,Hong Kong,POST SupportedProjectTypes,10063742921061243298,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,57.0295
2015-10-20 01:58:56.655442700,nan,,,,InsightsPortal_IN_2,Asia,Japan,T?ky?,Kunitachi,POST SupportedProjectTypes,16822667689865259460,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,66.9763
2015-10-20 01:58:56.180079600,nan,,,,InsightsPortal_IN_2,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,15612152599063411869,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,610.5298
2015-10-20 01:58:57.660335700,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,14599827166700617251,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.9757
2015-10-20 01:59:00.032133600,nan,,,,InsightsPortal_IN_2,Asia,Japan,,,POST SupportedProjectTypes,951667481537626401,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,71.3411
2015-10-20 01:59:01.109833900,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,13893107006183621699,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.5502
2015-10-20 01:59:01.102156300,nan,,,,InsightsPortal_IN_2,Asia,Republic of Korea,,,POST SupportedProjectTypes,11031753791340061762,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,51.0978
2015-10-20 01:59:03.421260200,nan,,,,InsightsPortal_IN_2,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,16319381848133601668,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,572.4305
2015-10-20 01:59:07.443412100,nan,Other,,Other,InsightsPortal_IN_2,Oceania,Australia,New South Wales,Sydney,HEAD ping,5183213247640988050,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.4707
2015-10-20 01:59:07.854141100,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,12268060676879466223,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.5761
2015-10-20 01:59:07.766462000,nan,,,,InsightsPortal_IN_2,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,2010420980842696691,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,90.6387
2015-10-20 01:59:11.067629400,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,11003058468249850952,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.1106
2015-10-20 01:59:11.430648500,nan,,,,InsightsPortal_IN_2,Asia,Singapore,,Singapore,POST SupportedProjectTypes,12443182109138417279,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,56.9726
2015-10-20 01:59:11.583790100,nan,,,,InsightsPortal_IN_2,Asia,China,Guangdong,Guangzhou,POST SupportedProjectTypes,9581653229458060109,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,2.0787
2015-10-20 01:59:12.170716300,nan,,,,InsightsPortal_IN_2,Asia,Taiwan,,,POST SupportedProjectTypes,2978103920369664446,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,65.1583
2015-10-20 01:58:46.723839600,nan,,,,InsightsPortal_IN_2,Asia,China,Shanghai Shi,Shanghai,POST SupportedProjectTypes,13855436969846252297,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,89.9262
2015-10-20 01:59:13.123889300,nan,,,,InsightsPortal_IN_2,Asia,Singapore,,Singapore,POST SupportedProjectTypes,12891067802782337598,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,46.6162
2015-10-20 01:59:13.462379400,nan,,,,InsightsPortal_IN_2,Asia,China,Shanghai Shi,Shanghai,POST SupportedProjectTypes,4176093251679264379,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,105.5952
2015-10-20 01:59:13.957806000,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,11115274961377034437,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.7026
2015-10-20 01:59:13.989858900,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,4051566938326216978,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.4681
2015-10-20 01:59:18.040037600,Chrome,Chrome 46.0,Windows,Windows 10,InsightsPortal_IN_2,Asia,Japan,,,POST ClientTrace/Post,13290803753856993794,,6DEDE6CD-DCE7-4DDF-8E30-5609160F4A6A,False,FD0E5D8E-0331-4BA7-B51B-1C1E546809C9,POST ClientTrace/Post,True,200,/ClientTrace/Post,stamp2.app.insightsportal.visualstudio.com,6.0991
2015-10-20 01:59:18.449030100,nan,,,,InsightsPortal_IN_2,Oceania,New Zealand,Auckland,Auckland,POST SupportedProjectTypes,2497587717767927357,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,147.1871
2015-10-20 01:59:18.507499900,Chrome,Chrome 46.0,Windows,Windows 8.1,InsightsPortal_IN_2,Oceania,New Zealand,Auckland,Auckland,GET InsightsExtension/Index,12926579986656750029,,,,BE48FC6C-67FA-43D2-AFA6-1E918A594552,GET InsightsExtension/Index,True,200,/InsightsExtension,stamp2.app.insightsportal.visualstudio.com,173.5608
2015-10-20 01:59:23.028282500,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,6612260550104332245,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.642
2015-10-20 01:59:23.280888300,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,8126459799485977252,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.7444
2015-10-20 01:59:24.365540100,nan,,,,InsightsPortal_IN_2,Asia,Taiwan,Taipei,Taipei,POST SupportedProjectTypes,1995803667362776412,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,29.049
2015-10-20 01:59:24.407760300,Chrome,Chrome 46.0,Windows,Windows 8.1,InsightsPortal_IN_2,Oceania,New Zealand,Auckland,Auckland,GET IbizaEnvironment/GetEnvironmentShellVersions,10071745889310481602,,,,BE48FC6C-67FA-43D2-AFA6-1E918A594552,GET IbizaEnvironment/GetEnvironmentShellVersions,True,200,/IbizaEnvironment/GetEnvironmentShellVersions,stamp2.app.insightsportal.visualstudio.com,2.2209
2015-10-20 01:59:25.412953800,nan,Other,,Other,InsightsPortal_IN_2,North America,United States,,,HEAD ping,14698168101449151875,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.8183
2015-10-20 01:59:31.175411900,nan,,,,InsightsPortal_IN_2,Asia,China,Shandong Sheng,Jinan,POST SupportedProjectTypes,10131600812812286574,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,201.0624
