TimeStamp,Browser,BrowserVer,Os,OsVer,RoleInst,Continent,Country,Province,City,OpName,Opid,Pid,Sid,IsFirst,Aid,Name,Success,Response,UrlBase,Host,ReqDuration
2015-10-18 02:50:14.930654200,nan,,,,RD000D3A807EE2,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,8995248784592487016,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,54.0445
2015-10-18 02:50:21.567631900,nan,,,,RD000D3A807EE2,Asia,China,Anhui Sheng,Hefei,POST SupportedProjectTypes,11192766991764003265,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,91.0459
2015-10-18 02:50:23.303550500,nan,,,,RD000D3A807EE2,Oceania,Australia,Victoria,Melbourne,POST SupportedProjectTypes,10097765371750428259,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,141.4634
2015-10-18 02:50:20.578795900,nan,,,,RD000D3A807EE2,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,5696319922697511097,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,46.6439
2015-10-18 02:50:25.601695700,nan,,,,RD000D3A807EE2,Asia,China,,,POST SupportedProjectTypes,6665201367360931332,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,331.6876
2015-10-18 02:50:27.627522500,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,5082546635851748071,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.9371
2015-10-18 02:50:28.676868200,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,15705618275187158843,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,4.0286
2015-10-18 02:50:30.762137000,nan,,,,RD000D3A807EE2,Asia,China,Jiangsu Sheng,Nanjing,POST SupportedProjectTypes,8737177135249914324,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,41.3078
2015-10-18 02:50:32.645841100,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,9585457534336088593,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.1377
2015-10-18 02:50:32.883933300,nan,,,,RD000D3A807EE2,Asia,Vietnam,Ho Chi Minh City,,POST SupportedProjectTypes,9594746904021198570,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,53.1626
2015-10-18 02:50:25.623500800,nan,,,,RD000D3A807EE2,Asia,Malaysia,,Sungai Buluh,POST SupportedProjectTypes,8678605118782814442,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,53.3606
2015-10-18 02:50:33.130168600,nan,,,,RD000D3A807EE2,Oceania,Australia,Queensland,Brisbane,POST SupportedProjectTypes,17303759931273931416,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,2.0201
2015-10-18 02:50:33.141371700,nan,,,,RD000D3A807EE2,Asia,China,,,POST SupportedProjectTypes,10132432236302568530,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,46.5145
2015-10-18 02:50:34.807227200,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,4196081135717364736,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.1929
2015-10-18 02:50:34.850071900,nan,,,,RD000D3A807EE2,Asia,Malaysia,,Sungai Buluh,POST SupportedProjectTypes,9563934525881235256,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,49.7508
2015-10-18 02:50:35.471914100,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,7935106447422489037,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.7381
2015-10-18 02:50:37.130582400,nan,,,,RD000D3A807EE2,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,1146282579584763059,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,45.6576
2015-10-18 02:50:38.399496200,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,17221373145088764940,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.7615
2015-10-18 02:50:39.421610300,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,11912784486438757229,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.9709
2015-10-18 02:50:41.056544900,nan,Other,,Other,RD000D3A807EE2,Oceania,Australia,New South Wales,Sydney,HEAD ping,3643678566653425335,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.1314
2015-10-18 02:50:41.173404900,nan,,,,RD000D3A807EE2,Asia,China,Jiangsu Sheng,Nanjing,POST SupportedProjectTypes,9113962351895670778,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,86.1702
2015-10-18 02:50:42.509285200,nan,Other,,Other,RD000D3A807EE2,North America,United States,,,HEAD ping,7224605350498574362,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.7516
2015-10-18 02:50:35.929334100,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,13074404128800923134,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,3.9682
2015-10-18 02:50:38.423509500,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,9453182015250588589,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,4.0651
2015-10-18 02:50:40.098509800,nan,,,,RD000D3A80782E,Asia,China,Jiangsu Sheng,Nanjing,POST SupportedProjectTypes,13430163243999463027,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,44.2403
2015-10-18 02:50:42.008977500,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,10949953671341246569,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.8126
2015-10-18 02:50:34.205007100,nan,,,,RD000D3A80782E,Asia,Malaysia,,Sungai Buluh,POST SupportedProjectTypes,17039431054666197794,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,52.5926
2015-10-18 02:50:46.874282700,nan,,,,RD000D3A80782E,Asia,Taiwan,Taipei,Taipei,POST SupportedProjectTypes,12561767718282786514,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,36.8361
2015-10-18 02:50:57.185971500,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,12606477280585848722,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,4.2223
2015-10-18 02:50:58.507057900,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,1735705617710337204,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.8412
2015-10-18 02:50:59.876977700,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,3679651944867923066,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,23.5758
2015-10-18 02:51:01.357766800,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,321593024211038898,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,4.5247
2015-10-18 02:51:02.931741300,nan,Other,,Other,RD000D3A80782E,North America,United States,,,HEAD ping,12642693891796543392,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,1.8296
2015-10-18 02:50:59.835251000,nan,Other,,Other,RD000D3A80782E,Asia,Hong Kong,,,HEAD ping,4584983517353184597,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,4.0183
2015-10-18 02:50:33.469376400,nan,,,,RD000D3A807047,Asia,China,Jiangsu Sheng,Nanjing,POST SupportedProjectTypes,15136176506434374769,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,96.1214
2015-10-18 02:50:33.040051000,nan,,,,RD000D3A807047,Asia,China,Shaanxi,Xi'an,POST SupportedProjectTypes,1847804290179415364,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,626.4339
2015-10-18 02:50:33.963311600,nan,,,,RD000D3A807047,Asia,Malaysia,,Sungai Buluh,POST SupportedProjectTypes,11935845008237312432,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,50.691
2015-10-18 02:50:34.716680200,nan,Other,,Other,RD000D3A807047,North America,United States,,,HEAD ping,11096266486410683050,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.006
2015-10-18 02:50:37.613692500,Internet Explorer,Internet Explorer 9.0,Windows,Windows 7,RD000D3A807047,North America,United States,Washington,Redmond,GET insightsextension/Index,4564388684262417133,,f011142b-c496-470f-b8b0-8915bdaa5588,False,apac-sg-sin-edge,GET insightsextension/Index,True,200,/insightsextension,stamp2.app.insightsportal.visualstudio.com,122.3261
2015-10-18 02:50:37.850731000,nan,Other,,Other,RD000D3A807047,North America,United States,,,HEAD ping,13164904006448792739,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.1211
2015-10-18 02:50:38.122594500,nan,,,,RD000D3A807047,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,3929798599313032421,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,379.8411
2015-10-18 02:50:39.708873700,nan,Other,,Other,RD000D3A807047,North America,United States,,,HEAD ping,4746563393317166689,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.8663
2015-10-18 02:50:41.664083700,nan,,,,RD000D3A807047,Asia,Japan,,,POST SupportedProjectTypes,13957400397503825303,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,60.8735
2015-10-18 02:50:45.452546400,nan,,,,RD000D3A807047,Oceania,New Zealand,Auckland,Auckland,POST SupportedProjectTypes,17167076277417167435,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,167.5392
2015-10-18 02:50:48.752140300,nan,,,,RD000D3A807047,Asia,China,Jiangsu Sheng,Nanjing,POST SupportedProjectTypes,10615478156270062189,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,38.7728
2015-10-18 02:50:50.771042000,nan,,,,RD000D3A807047,Asia,China,Beijing Shi,Beijing,POST SupportedProjectTypes,3117687356475088886,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,80.2161
2015-10-18 02:50:53.840872100,nan,Other,,Other,RD000D3A807047,North America,United States,,,HEAD ping,9191791452386340657,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,4.7975
2015-10-18 02:50:55.629869600,nan,,,,RD000D3A807047,Asia,Republic of Korea,Seoul,Seoul,POST SupportedProjectTypes,8941535110513988982,,,,,POST SupportedProjectTypes,True,200,/api/SupportedProjectTypes,stamp2.app.insightsportal.visualstudio.com,59.0032
2015-10-18 02:50:58.672003200,nan,Other,,Other,RD000D3A807047,North America,United States,,,HEAD ping,7013017465953869858,,,,,HEAD ping,True,204,/api/ping,insightsportal-prod2-asiae.cloudapp.net,2.5074
